time,step,loss,en,mi,ssim,mse,psnr,sd,ag,k,lr
1.8767306804656982,0,-1.1852397918701172,2.3809256553649902,6.289754992394592e-07,0.02517080120742321,0.2214670479297638,6.546909332275391,0.0004741975280921906,0.00013538391795009375,4.0,0.0002
