time,step,loss,en,mi,ssim,mse,psnr,sd,ag,k,lr
2.164979934692383,0,-1.388906478881836,2.3811981678009033,3.9812213799450547e-05,0.1620248407125473,0.15524035692214966,8.089953422546387,0.0006131979753263295,0.0002708506362978369,2.0,0.0002
